"Pl_HostName","Pl_Letter","Pl_Name","Pl_DiscoveryMethod","Pl_DiscoveryYear","Pl_OrbitalPeriod","Pl_SemiMajorAxis","Pl_Eccentricity","Pl_MassEarth","Pl_RadiusEarth","Pl_Density","Pl_EquilibriumTemp","Pl_InsolationFlux","Pl_NumStars","St_Distance","St_OpticalMagnitude","St_SpectralType","St_EffectiveTemp","St_SurfaceGravity","St_Luminosity","St_MassSolar","St_RadiusSolar","St_Metallicity","St_MetallicityRatio","St_Age"
"Kepler-841","b","Kepler-841 b","Transit",2016,124.4198398,NA,NA,23.8,5.23,0.914,NA,1.65,1,1052,15.744,"",5324,4.56,-0.368,0.85,0.81,-0.09,"[Fe/H]",4.47
"Kepler-842","b","Kepler-842 b","Transit",2016,1.21956827,NA,NA,3.19,1.6,4.28,NA,588.95,1,552,15.13,"",4848,4.6,-0.66,0.78,0.73,-0.02,"[Fe/H]",4.37
"Kepler-843","b","Kepler-843 b","Transit",2016,2.05387982,NA,NA,7.22,2.59,2.28,NA,890.33,1,1247,15.248,"",5830,4.42,-0.053,1.02,1.03,0.05,"[Fe/H]",4.17
"Kepler-844","b","Kepler-844 b","Transit",2016,2.61302086,NA,NA,3.46,1.68,4.01,NA,89.65,1,394,15.796,"",4128,4.7,-0.955,0.59,0.57,-0.24,"[Fe/H]",3.8
"Kepler-845","b","Kepler-845 b","Transit",2016,0.92785982,NA,NA,4.82,2.04,3.12,NA,772.5,1,471,14.639,"",4913,4.59,-0.662,0.79,0.75,0.01,"[Fe/H]",4.79
"Kepler-846","b","Kepler-846 b","Transit",2016,19.80792185,NA,NA,6.71,2.48,2.42,NA,35.28,1,1233,15.604,"",5579,4.5,-0.222,0.94,0.91,0,"[Fe/H]",4.37
"Kepler-847","b","Kepler-847 b","Transit",2016,2.3432319,NA,NA,1.76,1.18,5.89,NA,NA,1,529,14.78,"",4940,4.58,-0.542,0.83,0.77,0.15,"[Fe/H]",3.89
"Kepler-848","b","Kepler-848 b","Transit",2016,6.91134416,NA,NA,3.53,1.7,3.95,NA,794.78,1,797,14.011,"",5695,4.28,0.595,1.01,1.2,0.15,"[Fe/H]",8.32
"Kepler-849","b","Kepler-849 b","Transit",2016,394.6244904,NA,NA,40.4,7.14,0.61,NA,3.12,1,747,12.836,"",6059,4.1,0.585,1.23,1.64,0.12,"[Fe/H]",3.98
"Kepler-85","b","Kepler-85 b","Transit",2012,8.306,NA,NA,4.54,1.97,3.26,NA,107.03,1,789,14.766,"",5436,4.49,-0.232,0.92,0.89,0,"[Fe/H]",4.37
"Kepler-85","c","Kepler-85 c","Transit",2012,12.513,NA,NA,20.9,2.18,11.1,NA,61.93,1,789,14.766,"",5436,4.49,-0.232,0.92,0.89,0,"[Fe/H]",4.37
"Kepler-85","d","Kepler-85 d","Transit",2014,17.91323,0.13,NA,1.87,1.2,5.95,NA,38.39,1,789,14.766,"",5436,4.49,-0.232,0.92,0.89,0,"[Fe/H]",4.37
"Kepler-85","e","Kepler-85 e","Transit",2014,25.216751,0.163,NA,0.6,1.27,1.6,NA,24.32,1,789,14.766,"",5436,4.49,-0.232,0.92,0.89,0,"[Fe/H]",4.37
"Kepler-850","b","Kepler-850 b","Transit",2016,7.19303878,NA,NA,3.82,1.78,3.72,NA,329.28,1,1535,15.427,"",5932,4.39,0.185,1.06,1.09,0.03,"[Fe/H]",3.89
"Kepler-851","b","Kepler-851 b","Transit",2016,8.50699658,NA,NA,3.46,1.68,4.01,NA,103.83,1,869,15.108,"",5455,4.53,-0.283,0.89,0.85,-0.07,"[Fe/H]",4.47
"Kepler-852","b","Kepler-852 b","Transit",2016,44.9309804,NA,NA,6.99,2.54,2.34,NA,92.13,1,854,13.907,"",6100,4.38,0.768,1.19,1.16,0.22,"[Fe/H]",1.48
"Kepler-853","b","Kepler-853 b","Transit",2016,7.16892463,NA,NA,3.5,1.69,3.98,NA,499.3,1,610,12.248,"",6350,4.17,0.488,1.3,1.55,0.07,"[Fe/H]",2.69
"Kepler-854","b","Kepler-854 b","Transit",2016,2.14463285,NA,NA,42000,16.72,49.4,NA,7282.96,1,741,13.504,"",6179,4.29,0.797,1.17,1.27,0.04,"[Fe/H]",3.02
"Kepler-855","b","Kepler-855 b","Transit",2016,7.8866311,NA,NA,52.7,8.35,0.497,NA,405.18,1,1043,15.019,"",5835,4.42,0.281,1.03,1.03,0.06,"[Fe/H]",4.17
"Kepler-856","b","Kepler-856 b","Transit",2016,8.02768059,NA,NA,63.3,9.3,0.432,NA,153.5,1,1175,15.557,"",5535,4.49,-0.02,0.96,0.93,0.12,"[Fe/H]",4.27
"Kepler-857","b","Kepler-857 b","Transit",2016,85.35129427,NA,NA,37.2,6.8,0.65,NA,5.75,1,1039,15.064,"",5773,4.45,-0.127,0.99,0.99,0.02,"[Fe/H]",4.27
"Kepler-858","b","Kepler-858 b","Transit",2016,76.13602028,NA,NA,21.1,4.87,1,NA,6.34,1,296,12.411,"",5653,4.5,-0.126,0.96,0.91,-0.04,"[Fe/H]",3.39
"Kepler-859","b","Kepler-859 b","Transit",2016,20.38177573,NA,NA,9.75,3.09,1.82,NA,14.9,1,915,15.88,"",5020,4.59,-0.56,0.81,0.77,-0.02,"[Fe/H]",4.57
"Kepler-860","b","Kepler-860 b","Transit",2016,5.10137945,NA,NA,10.6,3.24,1.71,NA,233.62,1,1295,15.403,"",5836,4.4,-0.2,1.04,1.06,0.09,"[Fe/H]",4.27
"Kepler-861","b","Kepler-861 b","Transit",2016,3.94963138,NA,NA,5.82,2.28,2.7,NA,197.29,1,806,15.596,"",5047,4.58,-0.437,0.82,0.78,0.01,"[Fe/H]",4.47
"Kepler-862","b","Kepler-862 b","Transit",2016,3.14866453,NA,NA,5.52,2.21,2.81,NA,547.29,1,806,15.303,"",5333,4.54,-0.141,0.88,0.84,0.04,"[Fe/H]",4.79
"Kepler-863","b","Kepler-863 b","Transit",2016,15.59461874,NA,NA,8.75,2.9,1.97,NA,117.83,1,1145,15.446,"",5678,4.46,0.098,0.96,0.95,-0.03,"[Fe/H]",3.8
"Kepler-864","b","Kepler-864 b","Transit",2016,5.83376092,NA,NA,6.35,2.4,2.52,NA,464.76,1,1573,15.782,"",5754,4.44,0.236,1,1,0.04,"[Fe/H]",4.68
"Kepler-865","b","Kepler-865 b","Transit",2016,14.16399294,NA,NA,6.76,2.49,2.41,NA,46.36,1,664,14.504,"",5570,4.49,-0.339,0.93,0.92,-0.01,"[Fe/H]",4.27
"Kepler-866","b","Kepler-866 b","Transit",2016,2.61703254,NA,NA,3.29,1.63,4.17,NA,196.13,1,690,15.797,"",4751,4.62,-0.77,0.75,0.71,-0.07,"[Fe/H]",4.27
"Kepler-867","b","Kepler-867 b","Transit",2016,150.242127,NA,NA,19.4,4.64,1.07,NA,5.45,1,824,14.885,"",5541,4.49,0.117,0.92,0.91,-0.02,"[Fe/H]",5.89
"Kepler-868","b","Kepler-868 b","Transit",2016,5.03251791,NA,NA,4.86,2.05,3.1,NA,417.03,1,1269,15.618,"",5614,4.51,0.081,0.93,0.89,-0.08,"[Fe/H]",3.89
"Kepler-869","b","Kepler-869 b","Transit",2016,40.4287755,NA,NA,12.7,3.61,1.48,NA,17.23,1,957,14.969,"",5664,4.47,-0.127,0.97,0.95,0.02,"[Fe/H]",4.79
"Kepler-87","b","Kepler-87 b","Transit",2013,114.73635,0.481,0.036,324.2,13.49,0.729,478,9.2,1,1525,14.587,"",5600,3.96,0.267,1.1,1.82,-0.17,"[Fe/H]",7.5
"Kepler-87","c","Kepler-87 c","Transit",2013,191.2318,0.676,0.039,6.4,6.14,0.152,403,4.66,1,1525,14.587,"",5600,3.96,0.267,1.1,1.82,-0.17,"[Fe/H]",7.5
"Kepler-870","b","Kepler-870 b","Transit",2016,21.3587621,NA,NA,8.15,2.78,2.08,NA,54.87,1,1231,15.222,"",5857,4.43,0.02,1.01,1.02,-0.01,"[Fe/H]",3.8
"Kepler-871","b","Kepler-871 b","Transit",2016,22.0459018,NA,NA,13.5,3.74,1.42,NA,79.72,1,1695,15.642,"",5993,4.37,0.269,1.11,1.14,0.09,"[Fe/H]",3.47
"Kepler-872","b","Kepler-872 b","Transit",2016,2.57885507,NA,NA,4.62,1.99,3.22,NA,553.06,1,1114,15.071,"",5902,4.4,-0.228,1.05,1.08,0.04,"[Fe/H]",4.17
"Kepler-873","b","Kepler-873 b","Transit",2016,20.5533844,NA,NA,13.5,3.75,1.41,NA,68.02,1,1397,14.795,"",6163,4.29,0.126,1.18,1.27,0.07,"[Fe/H]",2.95
"Kepler-874","b","Kepler-874 b","Transit",2016,40.0686727,NA,NA,14.7,3.94,1.32,NA,31.62,1,1072,14.694,"",6020,4.37,0.102,1.09,1.13,0.03,"[Fe/H]",3.31
"Kepler-875","b","Kepler-875 b","Transit",2016,27.5073799,NA,NA,8.75,2.9,1.97,NA,41.43,1,1244,15.21,"",5958,4.38,0.025,1.06,1.11,0.03,"[Fe/H]",3.39
"Kepler-876","b","Kepler-876 b","Transit",2016,5.14438011,NA,NA,2.63,1.43,4.94,NA,152.75,1,735,15.33,"",5060,4.58,-0.358,0.81,0.77,-0.03,"[Fe/H]",5.25
"Kepler-877","b","Kepler-877 b","Transit",2016,18.45847097,NA,NA,5.14,2.12,2.96,NA,NA,1,572,14.523,"",5261,4.56,-0.343,0.85,0.81,-0.06,"[Fe/H]",4.57
"Kepler-878","b","Kepler-878 b","Transit",2016,25.9422033,NA,NA,4.38,1.93,3.35,NA,27.01,1,567,14.79,"",5044,4.58,-0.183,0.81,0.77,-0.03,"[Fe/H]",4.57
"Kepler-879","b","Kepler-879 b","Transit",2016,33.3855938,NA,NA,7.13,2.57,2.31,NA,29.13,1,772,14.238,"",5792,4.42,0.018,1.02,1.02,0.05,"[Fe/H]",4.27
"Kepler-880","b","Kepler-880 b","Transit",2016,7.71468975,NA,NA,7.56,2.66,2.21,NA,586.17,1,673,11.964,"",6761,4.12,0.651,1.46,1.74,0.03,"[Fe/H]",1.66
"Kepler-881","b","Kepler-881 b","Transit",2016,4.44448017,NA,NA,3.82,1.78,3.72,NA,538.57,1,1364,15.177,"",5961,4.39,0.113,1.06,1.09,0,"[Fe/H]",3.8
"Kepler-882","b","Kepler-882 b","Transit",2016,3.98953967,NA,NA,2.04,1.23,6.02,NA,259.03,1,525,14.077,"",5476,4.52,-0.306,0.9,0.87,-0.03,"[Fe/H]",4.57
"Kepler-883","b","Kepler-883 b","Transit",2016,12.98495573,NA,NA,3.82,1.78,3.72,NA,163.05,1,549,13.007,"",6116,4.4,0.273,1.06,1.09,-0.13,"[Fe/H]",3.02
"Kepler-884","b","Kepler-884 b","Transit",2016,5.69919514,NA,NA,2.04,1.23,6.02,NA,NA,1,420,13.047,"",5715,4.49,-0.313,1,0.94,0.05,"[Fe/H]",2.45
"Kepler-885","b","Kepler-885 b","Transit",2016,18.11472949,NA,NA,6.8,2.5,2.39,NA,124.65,1,632,12.788,"",6187,4.26,0.395,1.21,1.35,0.11,"[Fe/H]",3.16
"Kepler-886","b","Kepler-886 b","Transit",2016,6.24146367,NA,NA,2.92,1.52,4.57,NA,231.43,1,857,13.894,"",6098,4.35,0.033,1.1,1.16,-0.01,"[Fe/H]",3.39
"Kepler-887","b","Kepler-887 b","Transit",2016,20.42228798,NA,NA,4.04,1.84,3.56,NA,109.84,1,831,13.45,"",6194,4.29,0.402,1.19,1.29,0.08,"[Fe/H]",3.09
"Kepler-887","c","Kepler-887 c","Transit",2016,7.63846023,NA,NA,1.51,1.13,5.75,NA,407.98,1,831,13.45,"",6194,4.29,0.402,1.19,1.29,0.08,"[Fe/H]",3.09
"Kepler-888","b","Kepler-888 b","Transit",2016,70.6979061,NA,NA,3.75,1.76,3.78,NA,7.85,1,413,12.981,"",5875,4.52,-0.066,0.97,0.9,-0.21,"[Fe/H]",1.48
"Kepler-889","b","Kepler-889 b","Transit",2016,3.744439,NA,NA,1.32,1.09,5.6,NA,954.59,1,513,12.68,"",5961,4.3,0.367,1.14,1.25,0.19,"[Fe/H]",3.98
"Kepler-890","b","Kepler-890 b","Transit",2016,52.75875577,NA,NA,58.6,8.89,0.458,NA,30.23,1,1387,15.136,"",5954,4.37,0.333,1.09,1.13,0.09,"[Fe/H]",3.63
"Kepler-891","b","Kepler-891 b","Transit",2016,53.44945593,NA,NA,33.6,6.41,0.701,NA,44.33,1,1372,15.273,"",5887,4.41,0.576,1.06,1.07,0.09,"[Fe/H]",3.55
"Kepler-892","b","Kepler-892 b","Transit",2016,13.7521072,NA,NA,8.3,2.81,2.06,NA,18.2,1,640,15.59,"",4747,4.61,-0.795,0.75,0.72,-0.04,"[Fe/H]",5.01
"Kepler-893","b","Kepler-893 b","Transit",2016,6.33855761,NA,NA,9.43,3.03,1.86,NA,266.27,1,1216,15.174,"",5820,4.45,0.061,1,0.99,-0.03,"[Fe/H]",3.8
"Kepler-894","b","Kepler-894 b","Transit",2016,9.803224,NA,NA,8.15,2.78,2.08,NA,119.88,1,1090,15.406,"",5603,4.53,-0.132,0.87,0.85,-0.25,"[Fe/H]",4.27
"Kepler-895","b","Kepler-895 b","Transit",2016,2.80624233,NA,NA,2.99,1.54,4.5,NA,106.58,1,516,15.98,"",4315,4.67,-0.905,0.65,0.61,-0.16,"[Fe/H]",2.63
"Kepler-896","b","Kepler-896 b","Transit",2016,144.547396,NA,NA,6.94,2.53,2.35,NA,12.65,1,896,15.431,"",5262,4.56,0.534,0.84,0.81,-0.1,"[Fe/H]",5.01
"Kepler-897","b","Kepler-897 b","Transit",2016,8.0472642,NA,NA,6.3,2.39,2.54,NA,354.22,1,1147,15.079,"",5839,4.41,0.259,1.03,1.04,0.04,"[Fe/H]",4.37
"Kepler-898","b","Kepler-898 b","Transit",2016,5.8706191,NA,NA,2.83,1.49,4.7,NA,37.11,1,479,15.939,"",4223,4.66,-0.954,0.65,0.62,-0.06,"[Fe/H]",3.98
"Kepler-899","b","Kepler-899 b","Transit",2016,19.17891293,NA,NA,7.65,2.68,2.18,NA,62.2,1,1038,15.382,"",5595,4.49,-0.033,0.93,0.91,-0.06,"[Fe/H]",4.07
"Kepler-9","b","Kepler-9 b","Transit",2010,19.24,0.14,0.15,80.09,9.438,0.524,NA,48.23,1,650,13.781,"",5777,4.49,-0.028,1.07,1.02,0.12,"[Fe/H]",1
"Kepler-9","c","Kepler-9 c","Transit",2010,38.91,0.225,0.13,54.347,9.225,0.383,NA,18.9,1,650,13.781,"",5777,4.49,-0.028,1.07,1.02,0.12,"[Fe/H]",1
"Kepler-9","d","Kepler-9 d","Transit",2010,1.592851,0.0273,NA,3.33,1.64,4.15,2026,1339.66,1,650,13.781,"",5777,4.49,-0.028,1.07,1.02,0.12,"[Fe/H]",1
"Kepler-900","b","Kepler-900 b","Transit",2016,6.9913086,NA,NA,4.98,2.08,3.04,NA,54.11,1,505,14.945,"",4836,4.6,-0.654,0.78,0.73,-0.01,"[Fe/H]",4.57
"Kepler-901","b","Kepler-901 b","Transit",2016,3.51749439,NA,NA,2.45,1.37,5.24,NA,68.72,1,241,14.68,"",4184,4.7,-1.028,0.59,0.57,-0.3,"[Fe/H]",3.8
"Kepler-902","b","Kepler-902 b","Transit",2016,40.1099547,NA,NA,6.99,2.54,2.34,NA,24.88,1,904,14.858,"",5647,4.49,0.105,0.95,0.93,0,"[Fe/H]",4.37
"Kepler-903","b","Kepler-903 b","Transit",2016,10.3507721,NA,NA,4.7,2.01,3.18,NA,274.85,1,829,14.615,"",5682,4.46,0.349,0.98,0.97,0.05,"[Fe/H]",4.79
"Kepler-903","c","Kepler-903 c","Transit",2016,62.9228557,NA,NA,6.94,2.53,2.35,NA,24.79,1,829,14.615,"",5682,4.46,0.349,0.98,0.97,0.05,"[Fe/H]",4.79
"Kepler-904","b","Kepler-904 b","Transit",2016,3.02166863,NA,NA,3.78,1.77,3.75,NA,875.42,1,1151,14.392,"",6160,4.31,0.12,1.16,1.25,0.05,"[Fe/H]",3.02
"Kepler-905","b","Kepler-905 b","Transit",2016,5.08274652,NA,NA,2.57,1.41,5.04,NA,185.77,1,521,13.95,"",5461,4.55,-0.232,0.95,0.86,0.09,"[Fe/H]",1.66
"Kepler-906","b","Kepler-906 b","Transit",2016,41.6979976,NA,NA,5.1,2.11,2.98,NA,21.99,1,758,13.918,"",6035,4.45,0.076,1.06,1.02,-0.09,"[Fe/H]",1.86
"Kepler-907","b","Kepler-907 b","Transit",2016,15.86621821,NA,NA,1.87,1.2,5.95,NA,NA,1,352,11.462,"",6106,4.19,0.378,1.08,1.38,-0.15,"[Fe/H]",5.37
"Kepler-908","b","Kepler-908 b","Transit",2016,1.34059747,NA,NA,1.98,1.22,5.99,NA,3304.1,1,250,11.465,"",5973,4.38,0.22,1.11,1.12,0.15,"[Fe/H]",3.02
"Kepler-909","b","Kepler-909 b","Transit",2016,13.93290318,NA,NA,2.76,1.47,4.77,NA,127.24,1,318,11.51,"",6154,4.33,0.254,1.17,1.23,0.08,"[Fe/H]",2.88
"Kepler-91","b","Kepler-91 b","Transit",2013,6.24658,0.0731,0.0519,257.4423,15.323,0.4,2040,3273.32,1,1030,12.476,"K3",4550,2.95,1.223,1.31,6.3,0.11,"[Fe/H]",4.47
"Kepler-910","b","Kepler-910 b","Transit",2016,2.36436901,NA,NA,0.477,0.82,4.75,NA,2108.07,1,402,11.529,"",6230,4.19,0.469,1.26,1.5,0.12,"[Fe/H]",3.39
"Kepler-911","b","Kepler-911 b","Transit",2016,20.310501,NA,NA,7.27,2.6,2.27,NA,198.72,1,567,11.829,"",6112,3.97,0.641,1.34,1.99,0.03,"[Fe/H]",3.55
"Kepler-912","b","Kepler-912 b","Transit",2016,2.53475627,NA,NA,8.25,2.8,2.07,NA,2694.6,1,1265,15.326,"",5998,4.37,0.429,1.07,1.11,0.02,"[Fe/H]",3.16
"Kepler-913","b","Kepler-913 b","Transit",2016,10.29672521,NA,NA,4.9,2.06,3.08,NA,NA,1,597,15.739,"",4687,4.67,-0.357,0.63,0.61,-0.52,"[Fe/H]",5.62
"Kepler-914","b","Kepler-914 b","Transit",2016,4.40966548,NA,NA,2.48,1.38,5.19,NA,568.38,1,678,13.548,"",5877,4.36,0.231,1.1,1.15,0.22,"[Fe/H]",3.98
"Kepler-915","b","Kepler-915 b","Transit",2016,4.59489604,NA,NA,2.86,1.5,4.66,NA,844.75,1,806,13.241,"",6173,4.24,0.447,1.21,1.38,0.08,"[Fe/H]",3.39
"Kepler-916","b","Kepler-916 b","Transit",2016,32.2968798,NA,NA,3.75,1.76,3.78,NA,14.68,1,769,15.175,"",5248,4.56,-0.297,0.85,0.81,-0.05,"[Fe/H]",4.79
"Kepler-917","b","Kepler-917 b","Transit",2016,2.97041437,NA,NA,4.31,1.91,3.4,NA,NA,1,1027,15.853,"",5418,4.58,-0.348,0.8,0.76,-0.38,"[Fe/H]",4.17
"Kepler-918","b","Kepler-918 b","Transit",2016,4.85386933,NA,NA,3.68,1.74,3.84,NA,258.7,1,1245,14.955,"",6028,4.37,-0.05,1.11,1.14,0.06,"[Fe/H]",3.24
"Kepler-919","b","Kepler-919 b","Transit",2016,11.04603384,NA,NA,5.69,2.25,2.74,NA,153.91,1,1219,14.678,"",6113,4.33,0.137,1.15,1.21,0.07,"[Fe/H]",3.02
"Kepler-92","b","Kepler-92 b","Transit",2013,13.749,NA,0.17,64.3,3.51,8.17,NA,257.78,1,444,11.745,"",5883,4.14,0.543,1.21,1.53,0.19,"[Fe/H]",5.89
"Kepler-92","c","Kepler-92 c","Transit",2013,26.723,NA,0.04,6.1,2.6,1.91,NA,106.21,1,444,11.745,"",5883,4.14,0.543,1.21,1.53,0.19,"[Fe/H]",5.89
"Kepler-92","d","Kepler-92 d","Transit",2015,49.3568,NA,0.07,4.93,2.067,3.07,NA,46.84,1,444,11.745,"",5883,4.14,0.543,1.21,1.53,0.19,"[Fe/H]",5.89
"Kepler-920","b","Kepler-920 b","Transit",2016,6.53192704,NA,NA,6.44,2.42,2.5,NA,153.14,1,926,15.268,"",5403,4.54,-0.19,0.89,0.85,0,"[Fe/H]",4.37
"Kepler-920","c","Kepler-920 c","Transit",2016,100.8274113,NA,NA,13.8,3.8,1.38,NA,3.99,1,926,15.268,"",5403,4.54,-0.19,0.89,0.85,0,"[Fe/H]",4.37
"Kepler-921","b","Kepler-921 b","Transit",2016,51.300634,NA,NA,8.6,2.87,2,NA,15.01,1,847,14.705,"",5663,4.5,-0.038,0.93,0.91,-0.12,"[Fe/H]",4.27
"Kepler-922","b","Kepler-922 b","Transit",2016,0.93846683,NA,NA,2.6,1.42,4.99,NA,2142.63,1,558,13.745,"",5671,4.48,-0.144,0.95,0.93,-0.05,"[Fe/H]",4.37
"Kepler-923","b","Kepler-923 b","Transit",2016,6.93366476,NA,NA,2.48,1.38,5.19,NA,390.64,1,966,14.012,"",5988,4.28,0.293,1.11,1.26,0.07,"[Fe/H]",4.68
"Kepler-924","b","Kepler-924 b","Transit",2016,61.0370117,NA,NA,9.64,3.07,1.83,NA,20,1,995,14.137,"",6167,4.32,0.287,1.14,1.23,0.01,"[Fe/H]",3.09
"Kepler-925","b","Kepler-925 b","Transit",2016,33.8678531,NA,NA,6.08,2.34,2.61,NA,5.83,1,623,15.816,"",4673,4.62,-0.733,0.77,0.72,0.12,"[Fe/H]",2.57
"Kepler-926","b","Kepler-926 b","Transit",2016,52.0688601,NA,NA,5.95,2.31,2.65,NA,17.88,1,771,14.259,"",5806,4.43,0.133,1.01,1.01,0.03,"[Fe/H]",4.37
"Kepler-927","b","Kepler-927 b","Transit",2016,9.1149903,NA,NA,3.61,1.72,3.9,NA,129.53,1,879,14.601,"",5743,4.45,-0.094,0.99,0.99,0.03,"[Fe/H]",4.37
"Kepler-928","b","Kepler-928 b","Transit",2016,3.9324613,NA,NA,3.15,1.59,4.31,NA,111.11,1,532,15.323,"",4700,4.62,-0.776,0.73,0.7,-0.11,"[Fe/H]",4.37
"Kepler-929","b","Kepler-929 b","Transit",2016,0.92103214,NA,NA,1.41,1.11,5.67,NA,8159.93,1,820,14.504,"",5869,4.42,0.356,1.01,1.02,-0.04,"[Fe/H]",3.47
"Kepler-93","b","Kepler-93 b","Transit",2014,4.72674,0.053,0,3.1783,1.569,1.652,1037,283.74,1,95.9,9.862,"",5669,4.47,-0.103,1.09,0.98,-0.18,"[Fe/H]",6.6
"Kepler-93","c","Kepler-93 c","Radial Velocity",2014,1460,NA,NA,954,NA,NA,NA,NA,1,95.9,9.862,"",5669,4.47,-0.103,1.09,0.98,-0.18,"[Fe/H]",6.6
"Kepler-930","b","Kepler-930 b","Transit",2016,71.4517775,NA,NA,5.18,2.13,2.95,NA,16.85,1,905,13.763,"",6335,4.24,0.249,1.25,1.4,0.04,"[Fe/H]",2.34
"Kepler-931","b","Kepler-931 b","Transit",2016,8.03755877,NA,NA,2.33,1.33,5.44,NA,NA,1,490,14.488,"",5241,4.55,-0.35,0.86,0.81,-0.01,"[Fe/H]",4.68
"Kepler-932","b","Kepler-932 b","Transit",2016,1.9214374,NA,NA,2.45,1.37,5.24,NA,562.22,1,478,14.136,"",5331,4.54,-0.389,0.87,0.84,-0.01,"[Fe/H]",4.68
"Kepler-933","b","Kepler-933 b","Transit",2016,14.20443009,NA,NA,6.62,2.46,2.44,NA,61.32,1,922,15.438,"",5346,4.54,-0.231,0.87,0.84,-0.02,"[Fe/H]",4.68
"Kepler-934","b","Kepler-934 b","Transit",2016,55.6738309,NA,NA,5.02,2.09,3.02,NA,4.72,1,603,15.034,"",5001,4.59,-0.508,0.81,0.77,0.01,"[Fe/H]",4.47
"Kepler-935","b","Kepler-935 b","Transit",2016,4.88083852,NA,NA,2.39,1.35,5.34,NA,94.61,1,482,14.9,"",4830,4.61,-0.68,0.78,0.73,-0.01,"[Fe/H]",3.8
"Kepler-936","b","Kepler-936 b","Transit",2016,10.56134221,NA,NA,2.7,1.45,4.87,NA,NA,1,687,14.789,"",5482,4.51,-0.19,0.92,0.89,0.05,"[Fe/H]",4.57
"Kepler-937","b","Kepler-937 b","Transit",2016,67.668827,NA,NA,13.4,3.72,1.43,NA,20.63,1,1482,15.194,"",6095,4.32,0.239,1.15,1.22,0.08,"[Fe/H]",3.24
"Kepler-937","c","Kepler-937 c","Transit",2016,153.343364,NA,NA,7.61,2.67,2.2,NA,6.93,1,1482,15.194,"",6095,4.32,0.239,1.15,1.22,0.08,"[Fe/H]",3.24
"Kepler-938","b","Kepler-938 b","Transit",2016,52.6298417,NA,NA,5.56,2.22,2.79,NA,NA,1,861,15.004,"",5533,4.51,-0.174,0.92,0.89,-0.03,"[Fe/H]",4.27
"Kepler-939","b","Kepler-939 b","Transit",2016,14.878296,NA,NA,3.71,1.75,3.8,NA,230.22,1,1029,15.52,"",5471,4.54,0.377,0.88,0.85,-0.12,"[Fe/H]",4.47
"Kepler-94","b","Kepler-94 b","Transit",2014,2.50806,0.03106,NA,10.84,3.51,1.45,827,216.09,1,191,12.857,"M0 V",4781,4.59,-0.597,0.81,0.76,0.34,"[Fe/H]",1.41
"Kepler-94","c","Kepler-94 c","Radial Velocity",2014,820.3,NA,NA,3126,12.5,8.79,NA,NA,1,191,12.857,"M0 V",4781,4.59,-0.597,0.81,0.76,0.34,"[Fe/H]",1.41
"Kepler-940","b","Kepler-940 b","Transit",2016,59.6225257,NA,NA,11.1,3.34,1.64,NA,10.52,1,1317,15.497,"",5769,4.47,-0.087,0.97,0.96,-0.08,"[Fe/H]",3.63
"Kepler-941","b","Kepler-941 b","Transit",2016,17.42395198,NA,NA,9.69,3.08,1.82,NA,47.03,1,1105,15.572,"",5539,4.53,-0.241,0.89,0.86,-0.15,"[Fe/H]",4.07
"Kepler-942","b","Kepler-942 b","Transit",2016,44.96417488,NA,NA,5.18,2.13,2.95,NA,4.96,1,218,13.066,"",4861,4.59,-0.626,0.81,0.75,0.09,"[Fe/H]",4.17
"Kepler-943","b","Kepler-943 b","Transit",2016,49.7701438,NA,NA,29.5,5.93,0.777,NA,45.34,1,1239,15.639,"",5612,4.5,0.009,0.93,0.91,-0.07,"[Fe/H]",4.27
"Kepler-944","b","Kepler-944 b","Transit",2016,43.3167737,NA,NA,7.41,2.63,2.24,NA,20.17,1,1035,15.711,"",5409,4.54,-0.088,0.86,0.83,-0.11,"[Fe/H]",4.47
"Kepler-945","b","Kepler-945 b","Transit",2016,31.0033814,NA,NA,7.41,2.63,2.24,NA,31.7,1,1543,15.86,"",5718,4.46,0.017,0.97,0.97,-0.01,"[Fe/H]",4.47
"Kepler-946","b","Kepler-946 b","Transit",2016,11.79162572,NA,NA,4.38,1.93,3.35,NA,124.07,1,918,14.923,"",5665,4.47,0.055,0.94,0.93,-0.09,"[Fe/H]",4.17
"Kepler-947","b","Kepler-947 b","Transit",2016,26.9644317,NA,NA,5.82,2.28,2.7,NA,51.95,1,1188,15.752,"",5508,4.52,0.113,0.9,0.87,-0.07,"[Fe/H]",4.27
"Kepler-948","b","Kepler-948 b","Transit",2016,7.76846622,NA,NA,4.08,1.85,3.54,NA,126.2,1,884,14.786,"",5679,4.47,-0.127,0.96,0.94,-0.02,"[Fe/H]",4.17
"Kepler-949","b","Kepler-949 b","Transit",2016,8.6893073,NA,NA,8.8,2.91,1.96,NA,58.44,1,572,14.508,"",5403,4.53,-0.497,0.89,0.86,0.01,"[Fe/H]",4.57
"Kepler-95","b","Kepler-95 b","Transit",2014,11.5231,NA,NA,13,3.42,1.71,NA,178.83,1,443,12.304,"",5699,4.17,0.268,1.08,1.41,0.3,"[Fe/H]",5.63
"Kepler-950","b","Kepler-950 b","Transit",2016,98.7180406,NA,NA,59.6,8.98,0.452,NA,14.84,1,1489,15.681,"",5857,4.44,0.347,1.02,1.02,0.02,"[Fe/H]",3.8
